nom,prenom,email,sexe,nationalite,telephone,ects,date_admission,pays,ville,universite,entreprise,nouveau_universite,type_contrat,duree_contrat,activite,etude
Davis,Penbarthy,dpenbarthylp@deliciousdays.com,Male,Philippines,+63 916 819 3202,25,21/12/2020,Chine,Pekin,SUPINFO de Pekin,,"University of the East, Ramon Magsaysay Memorial Medical Center",,,"'JPO','Salon etudiant','JoForum'",continue
Rollo,Blackburne,rblackburnelq@house.gov,Male,Poland,+48 777 131 2770,41,11/4/2020,Italie,Rome,SUPINFO de Rome,,Poznan University of Life Sciences,,,"'JPO','Salon etudiant','JoForum'",stop
Julianne,Conway,jconwaylr@phpbb.com,Female,Czech Republic,+420 442 487 3961,11,6/5/2018,Maurice,Port Louis,SUPINFO de Port Louis,CGI,Tomas Bata University in Zlin,CTT,68,"'JPO','Salon etudiant','JoForum'",continue
Reg,Culy,rculyls@mtv.com,Male,Hungary,+36 834 998 2817,11,18/6/2014,Belgique,Bruxelle,SUPINFO de Bruxelle,AXXA,Haynal Imre University of Health Sciences Budapest,CDI,72,"'JPO','Salon etudiant','JoForum'",stop
Rory,Skilling,rskillinglt@blinklist.com,Male,Philippines,+63 251 833 2385,15,28/3/2019,Reunion,Saint Denis,SUPINFO de Saint Denis,ASTEK,Philippine Normal University,Alternance,31,"'JPO','Salon etudiant','JoForum'",stop
Nananne,Taw,ntawlu@bluehost.com,Female,Switzerland,+41 463 753 9100,18,24/4/2020,Maurice,Port Louis,SUPINFO de Port Louis,CDISCOUNT,International University in Geneva,CDI,32,"'JPO','Salon etudiant','JoForum'",finish
Yolanthe,Forbear,yforbearlv@dion.ne.jp,Female,Brazil,+55 398 122 6651,37,27/4/2020,Maurice,Port Louis,SUPINFO de Port Louis,ASI,Pontificia Universidade Católica do Paraná,Interim,29,"'JPO','Salon etudiant','JoForum'",continue
Bell,Winley,bwinleylw@illinois.edu,Female,Indonesia,+62 161 168 3523,37,13/2/2012,Maroc,Casablanca,SUPINFO de Casablanca,,Universitas Kristen Petra,,,"'JPO','Salon etudiant','JoForum'",continue
Kim,Kibby,kkibbylx@people.com.cn,Male,Thailand,+66 578 164 2018,18,15/2/2020,Maurice,Port Louis,SUPINFO de Port Louis,ACCENTURE,Pathumthani University,Alternance,74,"'JPO','Salon etudiant','JoForum'",continue
Duane,Snozzwell,dsnozzwellly@symantec.com,Male,Japan,+81 812 589 2088,63,18/5/2019,France,Lyon,SUPINFO de Lyon,AFRIK-SOLUTION,Hirosaki Gakuin University,Alternance,39,"'JPO','Salon etudiant','JoForum'",finish
Zack,Jobbings,zjobbingslz@wired.com,Male,Peru,+51 851 386 6550,66,28/10/2016,Maroc,Casablanca,SUPINFO de Casablanca,ADVENCE CAMEROUN,Universidad de Lambayeque,Interim,52,"'JPO','Salon etudiant','JoForum'",stop
Maryanna,Linkie,mlinkiem0@google.ru,Female,Poland,+48 944 425 0432,25,12/5/2016,Chine,Pekin,SUPINFO de Pekin,HUAWEI,Music Academy in Cracow,CDD,27,"'JPO','Salon etudiant','JoForum'",stop
Orelie,Learmond,olearmondm1@icq.com,Female,China,+86 127 444 4665,67,12/4/2015,France,Grenoble,SUPINFO de Grenoble,MRC,Dalian University,CDD,23,"'JPO','Salon etudiant','JoForum'",finish
Orly,Coucha,ocoucham2@gmpg.org,Female,Brazil,+55 229 138 9811,70,6/5/2012,Maroc,Casablanca,SUPINFO de Casablanca,,Universidade Federal de Goiás,,,"'JPO','Salon etudiant','JoForum'",stop
Merrill,Pitcher,mpitcherm3@vinaora.com,Female,Japan,+81 372 712 7860,62,1/4/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,THALES,Hakodate University,CTT,31,"'JPO','Salon etudiant','JoForum'",stop
Caitlin,Espadero,cespaderom4@unc.edu,Female,Bulgaria,+359 410 822 5702,35,11/11/2018,Maurice,Port Louis,SUPINFO de Port Louis,,"Sofia University ""St. Kliment Ohridski""",,,"'JPO','Salon etudiant','JoForum'",stop
Lotti,Reboulet,lrebouletm5@exblog.jp,Female,Czech Republic,+420 836 189 6466,70,3/8/2014,France,Lyon,SUPINFO de Lyon,AFROLOGIX,University of Education Hradec Kralove,CDD,53,"'JPO','Salon etudiant','JoForum'",stop
Zahara,Weathey,zweatheym6@craigslist.org,Female,Indonesia,+62 274 559 4885,7,3/2/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,CDISCOUNT,Universitas Terbuka Indonesia,CDD,68,"'JPO','Salon etudiant','JoForum'",stop
Hasty,Van Merwe,hvanmerwem7@virginia.edu,Male,Czech Republic,+420 587 448 4760,24,7/3/2013,Maurice,Port Louis,SUPINFO de Port Louis,,"Academy of Performing Arts, Film and TV Fakulty",,,"'JPO','Salon etudiant','JoForum'",stop
Doroteya,Dominichetti,ddominichettim8@dot.gov,Female,China,+86 768 597 0525,55,12/10/2012,Maurice,Port Louis,SUPINFO de Port Louis,IBM,Chongqing University of Technology,CDI,6,"'JPO','Salon etudiant','JoForum'",continue
Rianon,Toy,rtoym9@wordpress.com,Female,Indonesia,+62 483 131 4130,29,1/7/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universitas Trisakti,,,"'JPO','Salon etudiant','JoForum'",stop
Loise,Gottschalk,lgottschalkma@g.co,Female,Thailand,+66 251 346 9824,65,4/1/2020,France,Grenoble,SUPINFO de Grenoble,ATOS,Mahamakut Buddhist University,CDI,36,"'JPO','Salon etudiant','JoForum'",finish
Candis,Morphet,cmorphetmb@cocolog-nifty.com,Female,China,+86 774 775 0036,5,11/5/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Shanghai Second Polytechnic University,,,"'JPO','Salon etudiant','JoForum'",continue
Michael,Abramovitch,mabramovitchmc@mlb.com,Male,Canada,+1 909 137 9050,29,18/2/2019,Chine,Pekin,SUPINFO de Pekin,ORACLE,St. Clair College,Alternance,79,"'JPO','Salon etudiant','JoForum'",stop
Shaun,Grestye,sgrestyemd@ameblo.jp,Male,Vietnam,+84 377 286 0338,1,12/7/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,SOGETI,Ho Chi Minh City University of Economics,CDI,69,"'JPO','Salon etudiant','JoForum'",stop
Georgianne,Duckett,gduckettme@mac.com,Female,Philippines,+63 389 239 9057,6,13/2/2019,Italie,Rome,SUPINFO de Rome,IUC,Philippine Military Academy,Interim,39,"'JPO','Salon etudiant','JoForum'",finish
Gabi,Stotherfield,gstotherfieldmf@qq.com,Male,Peru,+51 765 908 6618,68,5/9/2011,Chine,Pekin,SUPINFO de Pekin,ACCENTURE,Universidad Privada de Tacna,CDI,63,"'JPO','Salon etudiant','JoForum'",stop
Marcella,O'Gavin,mogavinmg@myspace.com,Female,Indonesia,+62 961 639 5986,30,4/9/2018,Chine,Pekin,SUPINFO de Pekin,AXXA,Universitas Merdeka Madiun,CTT,18,"'JPO','Salon etudiant','JoForum'",stop
Sib,Rodie,srodiemh@buzzfeed.com,Female,Sweden,+46 308 994 1614,40,21/8/2020,Chine,Pekin,SUPINFO de Pekin,HUAWEI,University College of Skövde,CTT,11,"'JPO','Salon etudiant','JoForum'",finish
Bax,Viccary,bviccarymi@comsenz.com,Male,China,+86 550 779 4454,49,1/4/2010,Maroc,Casablanca,SUPINFO de Casablanca,ADVENCE CAMEROUN,Shanghai City College,Interim,60,"'JPO','Salon etudiant','JoForum'",continue
Zacharie,Woodstock,zwoodstockmj@privacy.gov.au,Male,Brazil,+55 762 286 4648,11,19/2/2011,Belgique,Bruxelle,SUPINFO de Bruxelle,AFROLOGIX,Universidade de Pernambuco,Alternance,40,"'JPO','Salon etudiant','JoForum'",stop
Fiorenze,Isles,fislesmk@techcrunch.com,Female,Indonesia,+62 418 978 4607,70,13/10/2014,Italie,Rome,SUPINFO de Rome,MRC,Abfi Institute Perbanas Jakarta,CDD,36,"'JPO','Salon etudiant','JoForum'",stop
Tammie,Minthorpe,tminthorpeml@hc360.com,Female,Portugal,+351 525 628 7085,57,6/7/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,,Instituto Superior de Assistentes e Intérpretes,,,"'JPO','Salon etudiant','JoForum'",continue
Martelle,Dunlap,mdunlapmm@cnbc.com,Female,Indonesia,+62 365 171 3930,15,28/1/2017,Chine,Pekin,SUPINFO de Pekin,AXXA,Politeknik Negeri Semarang,CDI,74,"'JPO','Salon etudiant','JoForum'",finish
Celine,Dael,cdaelmn@arstechnica.com,Female,Nicaragua,+505 574 470 5647,63,16/8/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universidad Politecnica de Nicaragua,,,"'JPO','Salon etudiant','JoForum'",stop
Meghann,Stollard,mstollardmo@fc2.com,Female,Nepal,+977 831 684 2460,63,26/10/2013,Italie,Rome,SUPINFO de Rome,MICHELIN,Purbanchal University,Alternance,8,"'JPO','Salon etudiant','JoForum'",finish
Jodi,Libbie,jlibbiemp@1und1.de,Male,Portugal,+351 232 357 4810,3,6/10/2017,Italie,Rome,SUPINFO de Rome,CAPGEMINI,Instituto Superior de Assistentes e Intérpretes,CDD,37,"'JPO','Salon etudiant','JoForum'",stop
Fields,Lagde,flagdemq@sbwire.com,Male,Finland,+358 512 664 2448,45,21/6/2011,Chine,Pekin,SUPINFO de Pekin,,Diaconia University of Applied Sciences,,,"'JPO','Salon etudiant','JoForum'",finish
Gordy,Kitcat,gkitcatmr@bigcartel.com,Male,Philippines,+63 556 541 2466,68,14/9/2016,Reunion,Saint Denis,SUPINFO de Saint Denis,,Mariano Marcos State University,,,"'JPO','Salon etudiant','JoForum'",finish
Adel,Eberle,aeberlems@cnet.com,Female,Japan,+81 133 779 3050,40,25/1/2014,France,Lyon,SUPINFO de Lyon,SOGETI,National Defence Medical College,CTT,31,"'JPO','Salon etudiant','JoForum'",finish
Karissa,Bain,kbainmt@so-net.ne.jp,Female,Netherlands,+31 275 862 5305,9,13/2/2013,Belgique,Bruxelle,SUPINFO de Bruxelle,,Hogeschool Rotterdam,,,"'JPO','Salon etudiant','JoForum'",continue
Fionnula,Radoux,fradouxmu@constantcontact.com,Female,China,+86 712 951 9945,32,11/7/2011,Italie,Rome,SUPINFO de Rome,,Liaoning University,,,"'JPO','Salon etudiant','JoForum'",continue
Lenard,Hew,lhewmv@webmd.com,Male,Peru,+51 438 808 2434,62,31/10/2020,Italie,Rome,SUPINFO de Rome,GFI,Universidad Particular de Chiclayo,Interim,14,"'JPO','Salon etudiant','JoForum'",continue
Nadeen,Unger,nungermw@imageshack.us,Female,Philippines,+63 210 323 2342,59,1/5/2018,Maroc,Casablanca,SUPINFO de Casablanca,AXXA,Leyte State University ,CDI,7,"'JPO','Salon etudiant','JoForum'",stop
Griffy,Hendonson,ghendonsonmx@imdb.com,Male,China,+86 223 942 7343,35,30/11/2019,Maroc,Casablanca,SUPINFO de Casablanca,MICHELIN,Tibet Tibetan Medical College,CDI,70,"'JPO','Salon etudiant','JoForum'",continue
Krista,Kimbley,kkimbleymy@state.tx.us,Female,South Africa,+27 453 117 1609,59,11/9/2017,Maroc,Casablanca,SUPINFO de Casablanca,MICHELIN,Tshwane University of Technology,Alternance,30,"'JPO','Salon etudiant','JoForum'",stop
Alanna,Whitcombe,awhitcombemz@about.com,Female,Philippines,+63 418 532 7096,35,12/4/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,MRC,University of Batangas,Interim,37,"'JPO','Salon etudiant','JoForum'",stop
Lishe,Jeynes,ljeynesn0@kickstarter.com,Female,Brazil,+55 690 459 8054,39,4/8/2010,France,Grenoble,SUPINFO de Grenoble,AMAZON,Universidade de Passo Fundo,Alternance,32,"'JPO','Salon etudiant','JoForum'",finish
Ginelle,Mallya,gmallyan1@usa.gov,Female,Russia,+7 940 262 1856,33,3/10/2016,Italie,Rome,SUPINFO de Rome,AFRIK-SOLUTION,Moscow State University of Railway Transport,CTT,75,"'JPO','Salon etudiant','JoForum'",stop
Egon,Dinneen,edinneenn2@cisco.com,Male,Tunisia,+216 731 838 7759,42,12/2/2010,Italie,Rome,SUPINFO de Rome,ACCENTURE,Université de Tunis El Manar,CDI,41,"'JPO','Salon etudiant','JoForum'",finish
Cristabel,Powell,cpowelln3@about.com,Female,Georgia,+995 411 223 6760,15,30/8/2019,Chine,Pekin,SUPINFO de Pekin,ATOS,Ilia Chavchavadze State University,CTT,13,"'JPO','Salon etudiant','JoForum'",continue
Theodore,Kohnert,tkohnertn4@fastcompany.com,Male,China,+86 975 220 6989,12,5/11/2010,Maroc,Casablanca,SUPINFO de Casablanca,AKKA,Zhanjiang Ocean University,CDI,38,"'JPO','Salon etudiant','JoForum'",continue
Zara,Culy,zculyn5@shop-pro.jp,Female,China,+86 412 364 5024,46,15/4/2011,Chine,Pekin,SUPINFO de Pekin,ASI,Tibet Tibetan Medical College,CDD,55,"'JPO','Salon etudiant','JoForum'",finish
Shantee,Baddiley,sbaddileyn6@dion.ne.jp,Female,Norway,+47 803 627 1895,7,18/12/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AFRIK-SOLUTION,National College of Art and Design,CTT,40,"'JPO','Salon etudiant','JoForum'",continue
Munmro,Depka,mdepkan7@github.com,Male,Philippines,+63 716 514 3836,62,6/9/2010,France,Lyon,SUPINFO de Lyon,,Capitol University,,,"'JPO','Salon etudiant','JoForum'",continue
Noell,Crewes,ncrewesn8@i2i.jp,Female,Colombia,+57 241 555 0796,42,1/10/2012,France,Lyon,SUPINFO de Lyon,,Universidad Autónoma Latinoamericana,,,"'JPO','Salon etudiant','JoForum'",stop
Zebedee,Hawksley,zhawksleyn9@delicious.com,Male,Indonesia,+62 672 941 6615,30,2/8/2012,Italie,Rome,SUPINFO de Rome,ADVENCE CAMEROUN,Politeknik Negeri Pontianak,Alternance,18,"'JPO','Salon etudiant','JoForum'",stop
Elsworth,Vanshin,evanshinna@biglobe.ne.jp,Male,Cameroon,+237 958 602 3897,2,11/2/2013,Maurice,Port Louis,SUPINFO de Port Louis,ALTRAM,Fomic Polytechnic,CDD,5,"'JPO','Salon etudiant','JoForum'",continue
Arda,Priditt,apridittnb@chron.com,Female,Montenegro,+382 721 872 3261,55,30/12/2018,Chine,Pekin,SUPINFO de Pekin,CAPGEMINI,University of Montenegro,Interim,25,"'JPO','Salon etudiant','JoForum'",continue
Cull,Jans,cjansnc@multiply.com,Male,Colombia,+57 784 461 9215,25,9/4/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,,Universidad Industrial de Santander,,,"'JPO','Salon etudiant','JoForum'",continue
Lolita,Quilter,lquilternd@ucsd.edu,Female,China,+86 543 564 8772,39,7/5/2011,Italie,Rome,SUPINFO de Rome,CISCO,Nanjing University of Aeronautics and Astronautics,Interim,54,"'JPO','Salon etudiant','JoForum'",finish
Fulvia,Cathee,fcatheene@4shared.com,Female,China,+86 647 962 9544,11,12/6/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,MRC,Shanghai Maritime University,CDD,33,"'JPO','Salon etudiant','JoForum'",finish
Robby,McKinna,rmckinnanf@princeton.edu,Female,Russia,+7 570 647 3929,43,27/10/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,,Ufa State Petroleum Technological University,,,"'JPO','Salon etudiant','JoForum'",continue
Tammy,Simonnet,tsimonnetng@narod.ru,Male,Portugal,+351 431 830 9349,33,28/2/2013,Chine,Pekin,SUPINFO de Pekin,,Universidade Fernando Pessoa,,,"'JPO','Salon etudiant','JoForum'",stop
Erskine,Blois,ebloisnh@last.fm,Male,China,+86 345 855 7293,25,23/4/2017,Chine,Pekin,SUPINFO de Pekin,CONNEXTIC,Tianjin University of Finance & Economics,CTT,35,"'JPO','Salon etudiant','JoForum'",continue
Jessie,Ranstead,jransteadni@sbwire.com,Male,Russia,+7 703 191 0130,51,10/8/2017,Maurice,Port Louis,SUPINFO de Port Louis,ORACLE,Yaroslavl State Pedagogical University,CDI,51,"'JPO','Salon etudiant','JoForum'",continue
Hilliary,Luisetti,hluisettinj@netlog.com,Female,China,+86 354 303 6636,17,6/2/2020,Maroc,Casablanca,SUPINFO de Casablanca,MICHELIN,Capital University of Medical Sciences,CDI,15,"'JPO','Salon etudiant','JoForum'",continue
Janenna,Grosvenor,jgrosvenornk@nature.com,Female,Brazil,+55 282 764 1779,1,2/11/2011,Chine,Pekin,SUPINFO de Pekin,,Universidade Federal Rural do Rio de Janeiro,,,"'JPO','Salon etudiant','JoForum'",continue
Laraine,McCaffery,lmccafferynl@wikia.com,Female,Poland,+48 942 344 4004,11,10/9/2011,Italie,Rome,SUPINFO de Rome,,Pedagogical University of Rzeszow,,,"'JPO','Salon etudiant','JoForum'",continue
Bernice,Kunkler,bkunklernm@dyndns.org,Female,Indonesia,+62 684 857 6705,26,10/12/2014,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,,Institut Teknologi Telkom,,,"'JPO','Salon etudiant','JoForum'",finish
Alexander,Hovert,ahovertnn@symantec.com,Male,Nigeria,+234 997 800 4216,12,9/10/2010,Maroc,Casablanca,SUPINFO de Casablanca,MTN,University of Ilorin,Alternance,29,"'JPO','Salon etudiant','JoForum'",finish
Inez,Pimerick,ipimerickno@ed.gov,Female,Russia,+7 579 366 7419,41,8/2/2016,Chine,Pekin,SUPINFO de Pekin,CAMTEL,Ivanovo State University of Chemistry and Technology,Interim,32,"'JPO','Salon etudiant','JoForum'",stop
Natalya,Bagnal,nbagnalnp@creativecommons.org,Female,China,+86 502 209 5983,21,2/6/2019,Italie,Rome,SUPINFO de Rome,AMAZON,Jilin Agricultural University,Alternance,51,"'JPO','Salon etudiant','JoForum'",finish
Alysa,Jenner,ajennernq@friendfeed.com,Female,Croatia,+385 978 214 5044,47,16/3/2018,Maurice,Port Louis,SUPINFO de Port Louis,CONNEXTIC,University of Osijek,CDD,40,"'JPO','Salon etudiant','JoForum'",continue
Friedrich,Schule,fschulenr@sbwire.com,Male,France,+33 680 559 1831,39,13/9/2013,Chine,Pekin,SUPINFO de Pekin,ASTEK,European Business School,CTT,37,"'JPO','Salon etudiant','JoForum'",stop
Nicolette,Petrulis,npetrulisns@nps.gov,Female,China,+86 131 728 8596,12,10/11/2018,Italie,Rome,SUPINFO de Rome,ALTRAM,Xi'an University of Technology,CTT,38,"'JPO','Salon etudiant','JoForum'",finish
Krysta,Escolme,kescolment@dagondesign.com,Female,Moldova,+373 640 593 5735,28,29/1/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,SOFTTEAMS,Free International University of Moldova,CDD,62,"'JPO','Salon etudiant','JoForum'",continue
Antonin,Bette,abettenu@vinaora.com,Male,Japan,+81 707 717 0263,67,5/12/2016,France,Lyon,SUPINFO de Lyon,THALES,Kyoto City University of Arts,Interim,1,"'JPO','Salon etudiant','JoForum'",stop
Bebe,Coventon,bcoventonnv@cocolog-nifty.com,Female,Germany,+49 237 736 8907,53,2/5/2019,Italie,Rome,SUPINFO de Rome,FREE,Fachhochschule Flensburg,CDI,17,"'JPO','Salon etudiant','JoForum'",continue
Guendolen,Fache,gfachenw@bigcartel.com,Female,Norway,+47 511 264 9486,68,30/4/2012,Maurice,Port Louis,SUPINFO de Port Louis,,Bergen University College,,,"'JPO','Salon etudiant','JoForum'",stop
Noell,Studdert,nstuddertnx@yandex.ru,Female,France,+33 465 845 1674,59,8/6/2020,Maroc,Casablanca,SUPINFO de Casablanca,ATOS,Université Joseph Fourier (Grenoble I),CTT,66,"'JPO','Salon etudiant','JoForum'",continue
Tabatha,Huggard,thuggardny@cmu.edu,Female,Ukraine,+380 889 302 5162,54,8/9/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AKKA,Ukrainian Academy of Banking,CTT,7,"'JPO','Salon etudiant','JoForum'",stop
Packston,Tindle,ptindlenz@github.io,Male,Portugal,+351 537 495 5589,47,9/10/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Instituto Superior Bissaya Barreto,,,"'JPO','Salon etudiant','JoForum'",finish
King,Gurwood,kgurwoodo0@uiuc.edu,Male,Greece,+30 662 940 3272,62,3/4/2019,Maurice,Port Louis,SUPINFO de Port Louis,,Athens School of Fine Arts,,,"'JPO','Salon etudiant','JoForum'",finish
Minor,Lawey,mlaweyo1@blogtalkradio.com,Male,China,+86 360 314 7927,49,16/8/2011,Maurice,Port Louis,SUPINFO de Port Louis,MICHELIN,Qingdao University,CDD,65,"'JPO','Salon etudiant','JoForum'",continue
Lalo,Casement,lcasemento2@squidoo.com,Male,Mexico,+52 541 184 0625,33,28/9/2013,Reunion,Saint Denis,SUPINFO de Saint Denis,ADVENCE CAMEROUN,Universidad Autónoma de Ciudad Juárez,Interim,73,"'JPO','Salon etudiant','JoForum'",continue
Mozelle,Goldring,mgoldringo3@java.com,Female,Tunisia,+216 551 448 8325,5,28/6/2016,Chine,Pekin,SUPINFO de Pekin,ASI,Université de Monastir,CDD,77,"'JPO','Salon etudiant','JoForum'",finish
Janelle,Barritt,jbarritto4@cocolog-nifty.com,Female,New Zealand,+64 698 282 5746,47,6/2/2017,France,Lyon,SUPINFO de Lyon,MICHELIN,Christchurch Polytechnic Institute of Technology,CDI,60,"'JPO','Salon etudiant','JoForum'",continue
Donella,Rohlf,drohlfo5@jigsy.com,Female,Philippines,+63 692 656 2436,29,22/4/2012,Italie,Rome,SUPINFO de Rome,HUAWEI,Manuel S. Enverga University Foundation,Interim,66,"'JPO','Salon etudiant','JoForum'",finish
Brigida,Trevers,btreverso6@php.net,Female,Philippines,+63 631 465 1407,15,29/6/2015,Chine,Pekin,SUPINFO de Pekin,ATOS,Palawan State University,CTT,42,"'JPO','Salon etudiant','JoForum'",finish
Rosalind,Toyne,rtoyneo7@columbia.edu,Female,Poland,+48 557 377 3483,10,15/8/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ASTEK,Medical Academy Ludwik Rydygier in Bydgoszcz,CTT,19,"'JPO','Salon etudiant','JoForum'",stop
Chrysler,Knewstubb,cknewstubbo8@artisteer.com,Female,China,+86 605 665 7938,36,3/12/2010,France,Grenoble,SUPINFO de Grenoble,CAMTEL,Guizhou Normal University,CTT,51,"'JPO','Salon etudiant','JoForum'",stop
Kelley,Atthowe,katthoweo9@china.com.cn,Male,Indonesia,+62 462 494 0992,63,12/11/2014,Belgique,Bruxelle,SUPINFO de Bruxelle,IBM,Universitas Islam Indonesia,CTT,10,"'JPO','Salon etudiant','JoForum'",stop
Hinze,Barthrop,hbarthropoa@myspace.com,Male,Portugal,+351 657 460 6781,59,25/10/2018,Italie,Rome,SUPINFO de Rome,ASI,Universidade de Coimbra,Interim,11,"'JPO','Salon etudiant','JoForum'",stop
Correy,Shipston,cshipstonob@unesco.org,Female,Peru,+51 607 765 5923,46,23/9/2010,Maurice,Port Louis,SUPINFO de Port Louis,,Universidad Privada de Tacna,,,"'JPO','Salon etudiant','JoForum'",continue
Camella,Brose,cbroseoc@google.ca,Female,Poland,+48 111 193 1209,36,18/12/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Medical Academy in Lublin,,,"'JPO','Salon etudiant','JoForum'",continue
Carin,Sollitt,csollittod@tumblr.com,Female,Argentina,+54 640 215 8889,45,18/9/2015,Maurice,Port Louis,SUPINFO de Port Louis,RUEDUCOMMERCE,Universidad Nacional de La Matanza,Interim,7,"'JPO','Salon etudiant','JoForum'",stop
Stafani,Keyden,skeydenoe@slideshare.net,Female,China,+86 486 947 9326,37,10/9/2019,Italie,Rome,SUPINFO de Rome,,Hunan Agricultural University,,,"'JPO','Salon etudiant','JoForum'",continue
Blinny,Chasmor,bchasmorof@vkontakte.ru,Female,China,+86 307 126 0216,59,3/9/2015,Belgique,Bruxelle,SUPINFO de Bruxelle,SAFRAM,Nanjing University of Traditional Chinese Medicine,Alternance,29,"'JPO','Salon etudiant','JoForum'",stop
Basilio,Breffitt,bbreffittog@mozilla.org,Male,Russia,+7 381 764 4031,57,18/12/2013,Reunion,Saint Denis,SUPINFO de Saint Denis,CAPGEMINI,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",CDD,38,"'JPO','Salon etudiant','JoForum'",continue
Chaunce,Fatscher,cfatscheroh@samsung.com,Male,Greece,+30 467 696 0737,56,2/2/2019,Italie,Rome,SUPINFO de Rome,IUC,Athens University of Economics and Business,CDI,32,"'JPO','Salon etudiant','JoForum'",finish
Jeremiah,Sawnwy,jsawnwyoi@theguardian.com,Male,Hungary,+36 961 937 5124,23,13/3/2019,Italie,Rome,SUPINFO de Rome,AFROLOGIX,University of Szeged,CTT,33,"'JPO','Salon etudiant','JoForum'",continue
Blinni,Pickett,bpickettoj@independent.co.uk,Female,China,+86 138 279 9559,27,14/4/2017,Chine,Pekin,SUPINFO de Pekin,ASTEK,Tsinghua University,Alternance,27,"'JPO','Salon etudiant','JoForum'",continue
Arny,Bordessa,abordessaok@nifty.com,Male,Uganda,+256 584 771 2360,19,27/2/2012,Maurice,Port Louis,SUPINFO de Port Louis,CDISCOUNT,St. Augustine International University,CDD,4,"'JPO','Salon etudiant','JoForum'",stop
Tybi,Meysham,tmeyshamol@engadget.com,Female,Brazil,+55 274 927 7174,25,25/2/2019,France,Lyon,SUPINFO de Lyon,AFRIK-SOLUTION,Universidade de Pernambuco,CTT,11,"'JPO','Salon etudiant','JoForum'",continue
Findley,Dykes,fdykesom@cafepress.com,Male,China,+86 832 807 5165,48,14/7/2012,Maroc,Casablanca,SUPINFO de Casablanca,ASTEK,Jiangxi University of Finance and Economics,Alternance,13,"'JPO','Salon etudiant','JoForum'",stop
Sidoney,Blundan,sblundanon@biglobe.ne.jp,Female,Luxembourg,+352 682 265 0225,30,7/12/2014,Belgique,Bruxelle,SUPINFO de Bruxelle,CAMTEL,International University Institute of Luxembourg,CTT,20,"'JPO','Salon etudiant','JoForum'",continue
Tiphany,Tansey,ttanseyoo@ebay.co.uk,Female,China,+86 875 600 9105,21,11/7/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,Fujian University of Traditional Chinese Medicine,,,"'JPO','Salon etudiant','JoForum'",continue
Alisander,Turneux,aturneuxop@nature.com,Male,Czech Republic,+420 515 938 1243,17,18/8/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,,University of Pardubice,,,"'JPO','Salon etudiant','JoForum'",stop
Leupold,Dun,ldunoq@umn.edu,Male,United States,+1 936 475 2245,2,14/9/2012,Maurice,Port Louis,SUPINFO de Port Louis,,St. Martin's College,,,"'JPO','Salon etudiant','JoForum'",finish
Dagmar,Happert,dhappertor@ted.com,Female,South Africa,+27 398 750 0475,42,18/10/2016,Maroc,Casablanca,SUPINFO de Casablanca,SHINKA,Cape Peninsula University of Technology,CDI,64,"'JPO','Salon etudiant','JoForum'",finish
Jemimah,Wolfers,jwolfersos@flickr.com,Female,Indonesia,+62 873 746 6430,44,12/8/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CONNEXTIC,Universitas Kediri,Alternance,38,"'JPO','Salon etudiant','JoForum'",finish
Joshuah,Inmett,jinmettot@myspace.com,Male,Indonesia,+62 623 556 4819,60,27/12/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,CAMTEL,Universitas 17 Agustus 1945 Samarinda,Alternance,58,"'JPO','Salon etudiant','JoForum'",stop
Aldin,Berrisford,aberrisfordou@cmu.edu,Male,Ukraine,+380 292 798 8188,13,9/11/2020,Belgique,Bruxelle,SUPINFO de Bruxelle,AFRIK-SOLUTION,Dnepropetrovsk National University,CTT,6,"'JPO','Salon etudiant','JoForum'",continue
